inputFileName=s5378.bench; numberOfInputs=214; numberOfOutputs=213; numberOfGates=2836; unusedNodeNumber=_CLONE
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms)
0; n755gat; n265gat; 0; 2; 7.052186177715092E-4; 2; 2; 8; [n755gat, n265gat]; [i270, i354]; [n755gat, n265gat]; [n749gat, n752gat, n259gat, n262gat]; n265gat; 00; 7988
1; n755gat; n939gat; 0; 2; 7.052186177715092E-4; 2; 2; 8; [n755gat, n939gat]; [i270, i936]; [n755gat, n939gat]; [n749gat, n752gat, n934gat, n936gat]; n755gat; 00; 3187
2; n755gat; i2094; 0; 2; 7.052186177715092E-4; 2; 2; 8; [n755gat, i2094]; [i270, n2876gat]; [i2094, n755gat]; [n126gat, n749gat, n752gat]; i2094; 00; 6834
3; n755gat; n2174gat; 0; 2; 7.052186177715092E-4; 2; 2; 8; [n755gat, n2174gat]; [i270, n2176gat]; [n2174gat, n755gat]; [i3999, n749gat, n752gat, n2174gat_extra]; n2174gat; 00; 2927
4; n755gat; n150gat; 0; 2; 7.052186177715092E-4; 2; 2; 8; [n755gat, n150gat]; [i270, n152gat]; [n755gat, n150gat]; [n749gat, n752gat, n141gat]; n150gat; 11; 5810
5; n755gat; n1806gat; 0; 2; 7.052186177715092E-4; 2; 2; 8; [n755gat, n1806gat]; [i270, i4081]; [n755gat, n1806gat]; [n749gat, n752gat, n1399gat]; n1806gat; 11; 5767
6; n755gat; n2977gat; 0; 2; 7.052186177715092E-4; 5; 2; 64; [n755gat, n2977gat]; [i270, n1360gat, n1359gat, n1358gat, n1357gat]; [n755gat, n2977gat]; [n749gat, n752gat, n1428gat]; n2977gat; 00011; 5799
7; n755gat; n1162gat; 0; 2; 7.052186177715092E-4; 3; 2; 16; [n755gat, n1162gat]; [i270, n698gat, n1603gat]; [n1162gat, n755gat]; [n2959gat, n749gat, n752gat]; n755gat; 001; 7084
8; n755gat; n2493gat_extra; 0; 2; 7.052186177715092E-4; 2; 2; 8; [n755gat, n2493gat_extra]; [i270, n2493gat]; [n2493gat_extra, n755gat]; [n749gat, n752gat]; n755gat; 11; 8355
9; i1174; i278; 0; 2; 7.052186177715092E-4; 2; 2; 8; [i1174, i278]; [n2889gat, n705gat]; [i278, i1174]; [n757gat, n717gat]; i1174; 01; 5784
