inputFileName=s953.bench; numberOfInputs=45; numberOfOutputs=52; numberOfGates=395; unusedNodeNumber=_CLONE
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms)
0; i267; i280; 0; 2; 0.005063291139240506; 2; 2; 8; [i267, i280]; [state_1, indonehs1]; [i267, i280]; [i1180_1, i1188_2, i1199_2, i1056_1, i1154_1, i1148_1, i495, i525, i386, i512, i396]; i280; 10; 27960
1; i267; i966_1; 0; 2; 0.005063291139240506; 3; 2; 16; [i267, i966_1]; [indonehs1, i335, i357]; [i267, i966_1]; [i1180_1, i1188_2, i1199_2, i1154_1, i1148_1, i465]; i966_1; 010; 27386
2; i267; i1118_1; 0; 2; 0.005063291139240506; 3; 2; 16; [i267, i1118_1]; [indonehs1, state_1, i479]; [i267, i1118_1]; [i1180_1, i1188_2, i1199_2, i1154_1, i1148_1, i682]; i267; 001; 8208
3; i267; i345; 0; 2; 0.005063291139240506; 3; 2; 16; [i267, i345]; [indonehs1, rdy1rths1, rdy2rths1]; [i345, i267]; [i344, i963_1, i1196_1, i1180_1, i1163_1, i1188_2, i1199_2, i1154_1, i1148_1, i580]; i345; 111; 7131
4; i267; i485; 0; 2; 0.005063291139240506; 3; 2; 16; [i267, i485]; [indonehs1, i277, i548]; [i267, i485]; [i1180_1, i1188_2, i1199_2, i1154_1, i1148_1, i382, i418]; i267; 111; 19202
5; i267; i21; 0; 2; 0.005063291139240506; 4; 2; 32; [i267, i21]; [indonehs1, i689, i693, i691]; [i21, i267]; [i1180_1, i1188_2, i1199_2, i1154_1, i1148_1]; i267; 1010; 8397
6; i267; i700; 0; 2; 0.005063291139240506; 3; 2; 16; [i267, i700]; [indonehs1, i403, i351]; [i267, i700]; [i1180_1, i1188_2, i1199_2, i1154_1, i1148_1, i300]; i267; 101; 8788
7; i267; i634; 0; 2; 0.005063291139240506; 3; 2; 16; [i267, i634]; [indonehs1, i264, i333]; [i267, i634]; [i1180_1, i1188_2, i1199_2, i1154_1, i1148_1, i403]; i634; 011; 15004
8; i267; i733; 0; 2; 0.005063291139240506; 3; 2; 16; [i267, i733]; [indonehs1, i342, i1193_1]; [i267, i733]; [i1180_1, i1188_2, i1199_2, i1154_1, i1148_1, i5]; i733; 001; 10765
9; i267; i669; 0; 2; 0.005063291139240506; 3; 2; 16; [i267, i669]; [indonehs1, i342, i1100_1]; [i267, i669]; [i1180_1, i1188_2, i1199_2, i1154_1, i1148_1, i11]; i669; 010; 5811
10; i850_1; i437; 0; 2; 0.005063291139240506; 3; 2; 16; [i850_1, i437]; [i436, i610, i612]; [i850_1, i437]; [i333, i412]; i437; 010; 7831
11; i850_1; i663; 0; 2; 0.005063291139240506; 3; 2; 16; [i850_1, i663]; [i662, i610, i612]; [i663, i850_1]; [i750, i333]; i850_1; 110; 20968
12; i850_1; i910_1; 0; 2; 0.005063291139240506; 4; 2; 32; [i850_1, i910_1]; [i610, i612, i277, i360]; [i910_1, i850_1]; [i391, i333]; i910_1; 0101; 15109
13; i850_1; i1107_1; 0; 2; 0.005063291139240506; 4; 2; 32; [i850_1, i1107_1]; [i610, i612, i284, i382]; [i850_1, i1107_1]; [i333, i673]; i1107_1; 0101; 316419
14; i850_1; i1210_1; 0; 2; 0.005063291139240506; 4; 2; 32; [i850_1, i1210_1]; [i610, i612, i339, i421]; [i1210_1, i850_1]; [i742, i333]; i850_1; 0010; 255095
15; i850_1; i523; 0; 2; 0.005063291139240506; 4; 2; 32; [i850_1, i523]; [i610, i612, i274, prog_2]; [i523, i850_1]; [i834_1, i614, i333, i408]; i523; 1001; 214519
16; i850_1; i768; 0; 2; 0.005063291139240506; 4; 2; 32; [i850_1, i768]; [i610, i612, i719, i717]; [i768, i850_1]; [i769, i333]; i850_1; 0101; 471008
17; i850_1; i8; 0; 2; 0.005063291139240506; 4; 2; 32; [i850_1, i8]; [i610, i612, i655, i657]; [i8, i850_1]; [i333]; i8; 1101; 328188
18; i850_1; i432; 0; 2; 0.005063291139240506; 4; 2; 32; [i850_1, i432]; [i610, i612, i282, i451]; [i432, i850_1]; [i359, i333, i561]; i850_1; 0010; 275774
19; i850_1; i667; 0; 2; 0.005063291139240506; 4; 2; 32; [i850_1, i667]; [i610, i612, i328, i1097_1]; [i667, i850_1]; [i11, i333]; i667; 1010; 482355
20; i1188_1; i441; 0; 2; 0.005063291139240506; 3; 2; 16; [i1188_1, i441]; [i440, state_1, i376]; [i441, i1188_1]; [i686, i29, i729]; i1188_1; 001; 593283
21; i1188_1; i410; 0; 2; 0.005063291139240506; 3; 2; 16; [i1188_1, i410]; [i411, state_1, i376]; [i1188_1, i410]; [i729, i657, i673]; i1188_1; 101; 401160
22; i1188_1; i1184_2; 0; 2; 0.005063291139240506; 3; 2; 16; [i1188_1, i1184_2]; [i269, i376, state_1]; [i1184_2, i1188_1]; [i725, i729]; i1184_2; 010; 3877
23; i1188_1; i881_2; 0; 2; 0.005063291139240506; 4; 2; 32; [i1188_1, i881_2]; [state_1, i376, i282, i326]; [i881_2, i1188_1]; [i360, i729]; i1188_1; 1101; 8886
24; i1188_1; i1157_1; 0; 2; 0.005063291139240506; 4; 2; 32; [i1188_1, i1157_1]; [state_1, i376, i274, i599]; [i1157_1, i1188_1]; [i708, i729]; i1188_1; 1101; 2141
25; i1188_1; i543; 0; 2; 0.005063291139240506; 4; 2; 32; [i1188_1, i543]; [state_1, i376, i265, rdy2bmhs1]; [i543, i1188_1]; [i1203_2, i354, i729]; i1188_1; 1101; 3524
26; i1188_1; i537; 0; 2; 0.005063291139240506; 4; 2; 32; [i1188_1, i537]; [state_1, i376, i263, rdy2rths1]; [i537, i1188_1]; [i1216_1, i1151_1, i729]; i1188_1; 0111; 1017
27; i1188_1; i447; 0; 2; 0.005063291139240506; 4; 2; 32; [i1188_1, i447]; [state_1, i376, rdy2rths1, i362]; [i447, i1188_1]; [i446, i729, i600]; i447; 1100; 4621
28; i1188_1; i570; 0; 2; 0.005063291139240506; 4; 2; 32; [i1188_1, i570]; [state_1, i376, i276, state_3]; [i570, i1188_1]; [i571, i1044_1, i489, i505, i729]; i1188_1; 1101; 8037
29; i1188_1; i463; 0; 2; 0.005063291139240506; 4; 2; 32; [i1188_1, i463]; [state_1, i376, i390, i963_1]; [i463, i1188_1]; [i1203_1, i729]; i463; 1110; 5082
30; i1188_1; i476; 0; 2; 0.005063291139240506; 4; 2; 32; [i1188_1, i476]; [state_1, i376, i519, i545]; [i476, i1188_1]; [i477, i729]; i476; 0110; 3530
31; i1188_1; i287; 0; 2; 0.005063291139240506; 4; 2; 32; [i1188_1, i287]; [state_1, i376, i750, i789_1]; [i287, i1188_1]; [i10, i729]; i287; 1100; 1221
32; i461; i327; 0; 2; 0.005063291139240506; 3; 2; 16; [i461, i327]; [i326, i282, i506]; [i461, i327]; [i374, i453, i394, i532, i416]; i461; 010; 5161
33; i461; i452; 0; 2; 0.005063291139240506; 3; 2; 16; [i461, i452]; [i453, i282, i506]; [i452, i461]; [i1166_2, i374, i416]; i461; 010; 452837
34; i461; i1025_1; 0; 2; 0.005063291139240506; 4; 2; 32; [i461, i1025_1]; [rdy2bmhs1, i325, i282, i506]; [i461, i1025_1]; [i374, i555, i416]; i461; 1000; 141128
35; i461; i1196_1; 0; 2; 0.005063291139240506; 4; 2; 32; [i461, i1196_1]; [i345, i418, i282, i506]; [i461, i1196_1]; [i374, i416, i735]; i461; 0000; 214837
36; i461; i543; 0; 2; 0.005063291139240506; 4; 2; 32; [i461, i543]; [i265, rdy2bmhs1, i282, i506]; [i543, i461]; [i1203_2, i374, i416, i354]; i543; 1111; 270447
