inputFileName=s526.bench; numberOfInputs=24; numberOfOutputs=27; numberOfGates=193; unusedNodeNumber=_CLONE
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms)
0; g107; g112; 0; 2; 0.010362694300518135; 2; 2; 8; [g107, g112]; [g11, g19]; [g107, g112]; [g35, g46, g56, g78, g82, g92, g98, g109, g110, g42, g48, g123, g37, g117]; g107; 10; 15982
1; g107; g136; 0; 2; 0.010362694300518135; 2; 2; 8; [g107, g136]; [g11, g12]; [g107, g136]; [g35, g78, g82, g92, g98, g109, g42, g123, g142]; g136; 11; 2935
2; g107; i351; 0; 2; 0.010362694300518135; 2; 2; 8; [g107, i351]; [g11, g2]; [i351, g107]; [g205, g35, g78, g82, g92, g98, g109, g42, g123]; i351; 10; 2808
3; g107; g98; 2; 2; 0.010362694300518135; 4; 2; 32; [g107, g98]; [g11, g10, g108, g97]; [g107, g98]; [g35, g78, g82, g92, g109, g42, g123, g96]; g107; 1100; 2839
4; g107; g120; 3; 3; 0.015544041450777202; 6; 3; 192; [g107, g123, g120]; [g11, g124, g122, g15, g90, g10]; [g123, g107, g120]; [g34, g35, g36, g38, g78, g82, g92, g93, g98, g99, g103, g109, g110, g42, g115]; g123; 111100; 3026
5; g107; g156; 0; 2; 0.010362694300518135; 4; 2; 32; [g107, g156]; [g11, g163, g172, g13]; [g107, g156]; [g35, g78, g82, g92, g98, g109, g42, g123, g185]; g107; 0011; 2949
6; g107; g152; 0; 2; 0.010362694300518135; 4; 2; 32; [g107, g152]; [g11, g163, g21, g12]; [g107, g152]; [g35, g78, g82, g92, g98, g109, g42, g123, g190]; g152; 0101; 3253
7; g107; g160; 0; 2; 0.010362694300518135; 3; 2; 16; [g107, g160]; [g11, g184, g13]; [g107, g160]; [g35, g78, g82, g92, g98, g109, g42, g123, g197]; g160; 110; 3507
8; g107; g71; 3; 3; 0.015544041450777202; 5; 2; 64; [g107, g35, g71]; [g11, g10, g90, g15, g30]; [g107, g71]; [g78, g82, g92, g98, g109, g42, g67, g74, g123]; g71; 11001; 3130
9; g107; g101; 4; 4; 0.02072538860103627; 8; 3; 768; [g107, g123, g103, g101]; [g11, g104, g122, g15, g90, g10, g102, g105]; [g101, g123, g107]; [g34, g35, g36, g38, g78, g82, g92, g93, g98, g99, g109, g110, g120, g42]; g107; 01010010; 3049
