inputFileName=c6288.bench; numberOfInputs=32; numberOfOutputs=32; numberOfGates=2416; unusedNode=C
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms); testVector
0; 545; 545; 1; 1; 4.139072847682119E-4; 2; 1; 4; [545]; [1, 273]; [545]; []; {545}; {00}; 47.0; 0xxxxxxxxxxxxxxx0xxxxxxxxxxxxxxx
1; 545; 545; 1; 1; 4.139072847682119E-4; 2; 1; 4; [545]; [1, 273]; [545]; []; {545}; {01}; 47.0; 0xxxxxxxxxxxxxxx1xxxxxxxxxxxxxxx
2; 545; 545; 1; 1; 4.139072847682119E-4; 2; 1; 4; [545]; [1, 273]; [545]; []; {545}; {10}; 47.0; 1xxxxxxxxxxxxxxx0xxxxxxxxxxxxxxx
3; 545; 545; 1; 1; 4.139072847682119E-4; 2; 1; 4; [545]; [1, 273]; [545]; []; {545}; {11}; 47.0; 1xxxxxxxxxxxxxxx1xxxxxxxxxxxxxxx
4; 546; 546; 1; 1; 4.139072847682119E-4; 2; 1; 4; [546]; [1, 290]; [546]; [1446, 1507]; {546}; {00}; 47.0; 01xxxxxxxxxxxxxx10xxxxxxxxxxxxxx
5; 546; 546; 1; 1; 4.139072847682119E-4; 2; 1; 4; [546]; [1, 290]; [546]; [1446, 1507]; {546}; {01}; 47.0; 01xxxxxxxxxxxxxx11xxxxxxxxxxxxxx
6; 546; 546; 1; 1; 4.139072847682119E-4; 2; 1; 4; [546]; [1, 290]; [546]; [1446, 1507]; {546}; {10}; 31.0; 11xxxxxxxxxxxxxx10xxxxxxxxxxxxxx
7; 546; 546; 1; 1; 4.139072847682119E-4; 2; 1; 4; [546]; [1, 290]; [546]; [1446, 1507]; {546}; {11}; 47.0; 11xxxxxxxxxxxxxx11xxxxxxxxxxxxxx
8; 549; 549; 1; 1; 4.139072847682119E-4; 2; 1; 4; [549]; [1, 307]; [549]; [1763, 1825]; {549}; {01}; 47.0; 001xxxxxxxxxxxxx1x1xxxxxxxxxxxxx
9; 552; 552; 1; 1; 4.139072847682119E-4; 2; 1; 4; [552]; [1, 324]; [552]; [2085, 2150]; {552}; {10}; 46.0; 1111xxxxxxxxxxxx1110xxxxxxxxxxxx
10; 555; 555; 1; 1; 4.139072847682119E-4; 2; 1; 4; [555]; [1, 341]; [555]; [2414, 2477]; {555}; {01}; 41.0; 00001xxxxxxxxxxx1xxx1xxxxxxxxxxx
11; 558; 558; 1; 1; 4.139072847682119E-4; 2; 1; 4; [558]; [1, 358]; [558]; [2745, 2807]; {558}; {10}; 48.0; 111111xxxxxxxxxx111110xxxxxxxxxx
12; 561; 561; 1; 1; 4.139072847682119E-4; 2; 1; 4; [561]; [1, 375]; [561]; [3079, 3141]; {561}; {10}; 47.0; 1111111xxxxxxxxx1111110xxxxxxxxx
13; 564; 564; 1; 1; 4.139072847682119E-4; 2; 1; 4; [564]; [1, 392]; [564]; [3417, 3480]; {564}; {10}; 47.0; 11111111xxxxxxxx11111110xxxxxxxx
14; 567; 567; 1; 1; 4.139072847682119E-4; 2; 1; 4; [567]; [1, 409]; [567]; [3760, 3826]; {567}; {10}; 48.0; 111111111xxxxxxx111111110xxxxxxx
15; 570; 570; 1; 1; 4.139072847682119E-4; 2; 1; 4; [570]; [1, 426]; [570]; [4110, 4174]; {570}; {01}; 48.0; 0000000001xxxxxx1xxxxxxxx1xxxxxx
16; 573; 573; 1; 1; 4.139072847682119E-4; 2; 1; 4; [573]; [1, 443]; [573]; [4462, 4525]; {573}; {00}; 45.0; 00000000001xxxxx1xxxxxxxxx0xxxxx
17; 573; 573; 1; 1; 4.139072847682119E-4; 2; 1; 4; [573]; [1, 443]; [573]; [4462, 4525]; {573}; {01}; 47.0; 00000000001xxxxx1xxxxxxxxx1xxxxx
18; 573; 573; 1; 1; 4.139072847682119E-4; 2; 1; 4; [573]; [1, 443]; [573]; [4462, 4525]; {573}; {10}; 31.0; 11111111111xxxxx11111111110xxxxx
19; 573; 573; 1; 1; 4.139072847682119E-4; 2; 1; 4; [573]; [1, 443]; [573]; [4462, 4525]; {573}; {11}; 47.0; 11111111111xxxxx11111111111xxxxx
20; 576; 576; 1; 1; 4.139072847682119E-4; 2; 1; 4; [576]; [1, 460]; [576]; [4817, 4880]; {576}; {01}; 47.0; 000000000001xxxx1xxxxxxxxxx1xxxx
21; 579; 579; 1; 1; 4.139072847682119E-4; 2; 1; 4; [579]; [1, 477]; [579]; [5176, 5240]; {579}; {11}; 47.0; 1111111111111xxx1111111111111xxx
22; 582; 582; 1; 1; 4.139072847682119E-4; 2; 1; 4; [582]; [1, 494]; [582]; [5540, 5607]; {582}; {10}; 38.0; 11111111111111xx11111111111110xx
23; 585; 585; 1; 1; 4.139072847682119E-4; 2; 1; 4; [585]; [1, 511]; [585]; [5882, 5929]; {585}; {00}; 48.0; 000000000000001x1xxxxxxxxxxxxx0x
24; 588; 588; 1; 1; 4.139072847682119E-4; 2; 1; 4; [588]; [1, 528]; [588]; [6085, 6107]; {588}; {10}; 37.0; 11111111111111111111111111111110
25; 591; 591; 1; 1; 4.139072847682119E-4; 2; 1; 4; [591]; [18, 273]; [591]; [1311, 1371]; {591}; {01}; 48.0; 10xxxxxxxxxxxxxx11xxxxxxxxxxxxxx
26; 594; 594; 1; 1; 4.139072847682119E-4; 2; 1; 4; [594]; [18, 290]; [594]; [1450, 1512]; {594}; {00}; 51.0; 101xxxxxxxxxxxxx101xxxxxxxxxxxxx
27; 597; 597; 1; 1; 4.139072847682119E-4; 2; 1; 4; [597]; [18, 307]; [597]; [1767, 1830]; {597}; {11}; 43.0; 1111xxxxxxxxxxxx1111xxxxxxxxxxxx
28; 600; 600; 1; 1; 4.139072847682119E-4; 2; 1; 4; [600]; [18, 324]; [600]; [2089, 2155]; {600}; {10}; 48.0; 01111xxxxxxxxxxx1110xxxxxxxxxxxx
29; 603; 603; 1; 1; 4.139072847682119E-4; 2; 1; 4; [603]; [18, 341]; [603]; [2418, 2482]; {603}; {11}; 48.0; 111111xxxxxxxxxx111111xxxxxxxxxx
30; 606; 606; 1; 1; 4.139072847682119E-4; 2; 1; 4; [606]; [18, 358]; [606]; [2749, 2812]; {606}; {00}; 47.0; 1000001xxxxxxxxx1xxxx01xxxxxxxxx
31; 609; 609; 1; 1; 4.139072847682119E-4; 2; 1; 4; [609]; [18, 375]; [609]; [3083, 3146]; {609}; {00}; 34.0; 10000001xxxxxxxx1xxxxx01xxxxxxxx
32; 612; 612; 1; 1; 4.139072847682119E-4; 2; 1; 4; [612]; [18, 392]; [612]; [3421, 3485]; {612}; {00}; 32.0; 100000001xxxxxxx1xxxxxx01xxxxxxx
33; 612; 612; 1; 1; 4.139072847682119E-4; 2; 1; 4; [612]; [18, 392]; [612]; [3421, 3485]; {612}; {01}; 47.0; 100000001xxxxxxx1xxxxxx11xxxxxxx
34; 612; 612; 1; 1; 4.139072847682119E-4; 2; 1; 4; [612]; [18, 392]; [612]; [3421, 3485]; {612}; {10}; 47.0; 011111111xxxxxxx11111110xxxxxxxx
35; 612; 612; 1; 1; 4.139072847682119E-4; 2; 1; 4; [612]; [18, 392]; [612]; [3421, 3485]; {612}; {11}; 47.0; 111111111xxxxxxx111111111xxxxxxx
36; 615; 615; 1; 1; 4.139072847682119E-4; 2; 1; 4; [615]; [18, 409]; [615]; [3764, 3831]; {615}; {00}; 48.0; 1000000001xxxxxx1xxxxxxx01xxxxxx
37; 618; 618; 1; 1; 4.139072847682119E-4; 2; 1; 4; [618]; [18, 426]; [618]; [4114, 4179]; {618}; {01}; 48.0; 10000000001xxxxx1xxxxxxxx11xxxxx
38; 621; 621; 1; 1; 4.139072847682119E-4; 2; 1; 4; [621]; [18, 443]; [621]; [4466, 4530]; {621}; {11}; 48.0; 111111111111xxxx111111111111xxxx
39; 624; 624; 1; 1; 4.139072847682119E-4; 2; 1; 4; [624]; [18, 460]; [624]; [4821, 4885]; {624}; {11}; 48.0; 1111111111111xxx1111111111111xxx
40; 627; 627; 1; 1; 4.139072847682119E-4; 2; 1; 4; [627]; [18, 477]; [627]; [5180, 5245]; {627}; {01}; 33.0; 10000000000001xx1xxxxxxxxxxx11xx
41; 630; 630; 1; 1; 4.139072847682119E-4; 2; 1; 4; [630]; [18, 494]; [630]; [5544, 5612]; {630}; {10}; 33.0; 011111111111111x11111111111110xx
42; 633; 633; 1; 1; 4.139072847682119E-4; 2; 1; 4; [633]; [18, 511]; [633]; [5886, 5934]; {633}; {01}; 48.0; 10000000000000011xxxxxxxxxxxxx11
43; 636; 636; 1; 1; 4.139072847682119E-4; 2; 1; 4; [636]; [18, 528]; [636]; [6064, 6090]; {636}; {01}; 48.0; 10111111111111110111111111111111
44; 639; 639; 1; 1; 4.139072847682119E-4; 2; 1; 4; [639]; [35, 273]; [639]; [1315, 1373]; {639}; {01}; 32.0; 110xxxxxxxxxxxxx111xxxxxxxxxxxxx
