inputFileName=s1488.bench; numberOfInputs=14; numberOfOutputs=25; numberOfGates=653; unusedNodeNumber=_CLONE
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms)
0; v13_d_19; i159; 0; 2; 0.0030627871362940277; 2; 2; 8; [v13_d_19, i159]; [c83d, i665]; [v13_d_19, i159]; [i344]; i159; 11; 9292
1; v13_d_19; i447; 0; 2; 0.0030627871362940277; 5; 2; 64; [v13_d_19, i447]; [i665, v8e, v9, v10e, v12e]; [v13_d_19, i447]; [c95d]; v13_d_19; 11001; 7326
2; v13_d_19; i321; 0; 2; 0.0030627871362940277; 4; 2; 32; [v13_d_19, i321]; [i665, c33d, v11e, v12e]; [v13_d_19, i321]; [c34d]; v13_d_19; 0011; 20552
3; v13_d_19; i299; 0; 2; 0.0030627871362940277; 3; 2; 16; [v13_d_19, i299]; [i665, v11e, c108de]; [v13_d_19, i299]; [c115d]; v13_d_19; 110; 11099
4; v13_d_19; i250; 0; 2; 0.0030627871362940277; 4; 2; 32; [v13_d_19, i250]; [i665, c77d, v3, c138de]; [v13_d_19, i250]; [c80d]; v13_d_19; 1010; 325614
5; v13_d_19; i100; 0; 2; 0.0030627871362940277; 3; 2; 16; [v13_d_19, i100]; [i665, c134d, v9e]; [v13_d_19, i100]; [c135d]; v13_d_19; 101; 237262
6; v13_d_19; c208d; 0; 2; 0.0030627871362940277; 3; 2; 16; [v13_d_19, c208d]; [i665, v5, v4]; [v13_d_19, c208d]; [c208de, i297]; v13_d_19; 000; 90906
7; v13_d_19; c148d; 0; 2; 0.0030627871362940277; 3; 2; 16; [v13_d_19, c148d]; [i665, c90de, i409]; [v13_d_19, c148d]; [i91]; v13_d_19; 100; 109897
8; v13_d_19; av13_d_5b; 0; 2; 0.0030627871362940277; 5; 2; 64; [v13_d_19, av13_d_5b]; [i665, i43, i44, i45, i46]; [v13_d_19, av13_d_5b]; [i707]; av13_d_5b; 01110; 276190
9; i554; v2e; 2; 2; 0.0030627871362940277; 3; 2; 16; [v2e, i554]; [v2, v8, v9e]; [v2e, i554]; [i420, i460, i475, i113, i44, i236, i71, i88, c81d, c118d, c151d]; i554; 111; 287386
10; i554; i674; 0; 2; 0.0030627871362940277; 4; 2; 32; [i554, i674]; [av13_d_16b, v2e, v8, v9e]; [i674, i554]; [v13_d_16, c151d]; i554; 0001; 69673
11; i554; i692; 0; 2; 0.0030627871362940277; 4; 2; 32; [i554, i692]; [av13_d_10b, v2e, v8, v9e]; [i692, i554]; [v13_d_10, c151d]; i554; 0000; 137788
12; i554; i500; 0; 2; 0.0030627871362940277; 5; 2; 64; [i554, i500]; [v2e, v8, v9e, v11, c83de]; [i554, i500]; [c151d, c27d]; i554; 11101; 169083
13; i554; i414; 0; 2; 0.0030627871362940277; 5; 2; 64; [i554, i414]; [v2e, v8, v9e, v6, c138de]; [i554, i414]; [c151d, c26d]; i414; 01001; 438912
14; i554; i145; 0; 2; 0.0030627871362940277; 6; 2; 128; [i554, i145]; [v2e, v8, v9e, c49de, c166de, c220de]; [i554, i145]; [c151d, c224d]; i145; 011111; 188789
15; i554; i104; 0; 2; 0.0030627871362940277; 6; 2; 128; [i554, i104]; [v2e, v8, v9e, v3, c107d, v12]; [i554, i104]; [c151d, c116d]; i554; 110111; 424031
16; i554; i242; 0; 2; 0.0030627871362940277; 5; 2; 64; [i554, i242]; [v2e, v8, v9e, c130d, c165de]; [i554, i242]; [c151d, c132d]; i242; 01010; 555681
17; i554; i108; 0; 2; 0.0030627871362940277; 5; 2; 64; [i554, i108]; [v2e, v8, v9e, c181d, c83de]; [i554, i108]; [c151d, c187d]; i554; 01110; 4448
18; i554; c80d; 0; 2; 0.0030627871362940277; 5; 2; 64; [i554, c80d]; [v2e, v8, v9e, i250, i251]; [c80d, i554]; [i156, c151d]; c80d; 01001; 1800
