inputFileName=s35932.bench; numberOfInputs=1763; numberOfOutputs=2048; numberOfGates=16385; unusedNodeNumber=_CLONE
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms)
0; wx314; wx3530; 0; 2; 1.2206286237412267E-4; 2; 2; 8; [wx314, wx3530]; [wx313, wx3508]; [wx3530, wx314]; [wx3531, wx682]; wx3530; 01; 18720
1; wx314; wx10739; 0; 2; 1.2206286237412267E-4; 2; 2; 8; [wx314, wx10739]; [wx313, wx11348]; [wx314, wx10739]; [wx682, wx10738]; wx10739; 00; 2995
2; wx314; wx1715; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx314, wx1715]; [wx313, wx2494, wx1716]; [wx314, wx1715]; [wx682, wx1717]; wx314; 111; 6084
3; wx314; wx3894; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx314, wx3894]; [wx313, wx3830, wx3849]; [wx3894, wx314]; [wx682]; wx3894; 110; 2980
4; wx314; wx5208; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx314, wx5208]; [wx313, wx5214, wx5209]; [wx314, wx5208]; [wx682, wx5210]; wx5208; 001; 5600
5; wx314; wx6179; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx314, wx6179]; [wx313, wx6178, wx6177]; [wx314, wx6179]; [wx682, wx6182]; wx6179; 101; 2948
6; wx314; wx8462; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx314, wx8462]; [wx313, wx8226, reset]; [wx8462, wx314]; [wx682]; wx8462; 010; 2964
7; wx314; wx1261; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx314, wx1261]; [wx313, i3704, i3705]; [wx314, wx1261]; [wx682, wx1268]; wx1261; 010; 5741
8; wx314; wx2481; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx314, wx2481]; [wx313, i7396, i7397]; [wx314, wx2481]; [wx682, wx2482]; wx2481; 110; 172
9; wx314; i10658; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx314, i10658]; [wx313, i10648, i10656]; [wx314, i10658]; [wx682, i10647]; i10658; 110; 3026
10; wx314; i22230; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx314, i22230]; [wx313, wx7466, wx7124]; [wx314, i22230]; [wx682, i22231, i22232]; wx314; 010; 5897
11; wx314; i30156; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx314, i30156]; [wx313, i30146, i30154]; [wx314, i30156]; [wx682, i30145]; wx314; 111; 2980
12; wx8029; wx2237; 0; 2; 1.2206286237412267E-4; 2; 2; 8; [wx8029, wx2237]; [wx2215, wx8020]; [wx2237, wx8029]; [wx2238, wx8030]; wx2237; 11; 3182
13; wx8029; wx4206; 0; 2; 1.2206286237412267E-4; 2; 2; 8; [wx8029, wx4206]; [wx4197, wx8020]; [wx4206, wx8029]; [wx4207, wx8030]; wx8029; 00; 3417
14; wx8029; wx8751; 0; 2; 1.2206286237412267E-4; 2; 2; 8; [wx8029, wx8751]; [wx8020, wx8750]; [wx8029, wx8751]; [wx8030, wx8320]; wx8029; 11; 8783
15; wx8029; wx4625; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx8029, wx4625]; [wx8020, wx4562, reset]; [wx4625, wx8029]; [wx8030]; wx8029; 111; 13993
16; wx8029; wx10496; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx8029, wx10496]; [wx8020, data_0_23, wx10497]; [wx8029, wx10496]; [wx8030, wx10498]; wx10496; 111; 5616
17; wx8029; i10237; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx8029, i10237]; [wx8020, i10213, i10229]; [wx8029, i10237]; [wx8030, i10238, i10239]; wx8029; 011; 187
18; wx8029; wx6086; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx8029, wx6086]; [wx8020, i18465, i18466]; [wx6086, wx8029]; [wx6164, wx8030]; wx6086; 010; 2995
19; wx8029; i22200; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx8029, i22200]; [wx8020, wx7466, i22199]; [wx8029, i22200]; [wx8030, i22198]; wx8029; 100; 5772
20; wx8029; i26459; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx8029, i26459]; [wx8020, wx8495, i26451]; [wx8029, i26459]; [wx8030, i26460, i26461]; i26459; 100; 5756
21; wx8029; i30703; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx8029, i30703]; [wx8020, i30713, i30714]; [wx8029, i30703]; [wx8030, i30727, i30728]; i30703; 100; 5725
22; wx10545; wx2493; 0; 2; 1.2206286237412267E-4; 2; 2; 8; [wx10545, wx2493]; [wx2492, wx10536]; [wx2493, wx10545]; [wx2494, wx10546]; wx2493; 11; 5741
23; wx10545; wx473; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx10545, wx473]; [wx10536, crc_out_9_0, wx1004]; [wx10545, wx473]; [wx10546, wx476]; wx10545; 111; 3027
24; wx10545; wx4328; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx10545, wx4328]; [wx10536, wx4422, wx4883]; [wx10545, wx4328]; [wx10546, wx4331]; wx4328; 011; 5756
25; wx10545; wx7507; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx10545, wx7507]; [wx10536, wx7506, wx7470]; [wx10545, wx7507]; [wx10546, wx7510]; wx10545; 001; 5756
26; wx10545; wx8442; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx10545, wx8442]; [wx10536, wx8086, reset]; [wx8442, wx10545]; [wx10546]; wx10545; 111; 5725
27; wx10545; wx1073; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx10545, wx1073]; [wx10536, wx1071, wx1070]; [wx1073, wx10545]; [wx1074, wx10546]; wx1073; 011; 5725
28; wx10545; i6224; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx10545, i6224]; [wx10536, i6226, i6227]; [wx10545, i6224]; [wx10546, i6232, i6234]; i6224; 000; 13978
29; wx10545; i14383; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx10545, i14383]; [wx10536, wx4612, i14382]; [wx10545, i14383]; [wx10546, i14373]; wx10545; 011; 2964
30; wx10545; i22083; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx10545, i22083]; [wx10536, wx7178, i22082]; [wx10545, i22083]; [wx10546, i22073]; wx10545; 010; 7457
31; wx10545; i23708; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx10545, i23708]; [wx10536, wx7102, i23707]; [wx10545, i23708]; [wx10546, wx7723]; i23708; 110; 2948
32; wx3406; wx1107; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx3406, wx1107]; [wx1005, wx3343, reset]; [wx3406, wx1107]; [wx1106]; wx1107; 000; 5787
33; wx3406; wx1565; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx3406, wx1565]; [wx1564, wx3343, reset]; [wx3406, wx1565]; [wx1969]; wx3406; 100; 5803
34; wx3406; wx3770; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx3406, wx3770]; [wx3591, wx3343, reset]; [wx3406, wx3770]; [wx3769]; wx3406; 101; 5756
35; wx3406; wx5814; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx3406, wx5814]; [wx6069, wx3343, reset]; [wx3406, wx5814]; [i19730, i19731]; wx5814; 001; 2995
36; wx3406; wx7465; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx3406, wx7465]; [tm1, wx3343, reset]; [wx3406, wx7465]; [wx7466]; wx3406; 001; 5756
37; wx3406; wx7616; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx3406, wx7616]; [wx7615, wx3343, reset]; [wx3406, wx7616]; [wx7617]; wx3406; 100; 2980
38; wx3406; wx5236; 0; 2; 1.2206286237412267E-4; 4; 2; 32; [wx3406, wx5236]; [wx3343, reset, wx5242, wx5237]; [wx3406, wx5236]; [wx5238]; wx5236; 0010; 187
39; wx3406; wx8622; 0; 2; 1.2206286237412267E-4; 3; 2; 16; [wx3406, wx8622]; [wx3343, reset, wx8559]; [wx3406, wx8622]; []; wx8622; 100; 2980
40; wx3406; i6488; 0; 2; 1.2206286237412267E-4; 4; 2; 32; [wx3406, i6488]; [wx3343, reset, i6490, i6491]; [wx3406, i6488]; [i6496, i6498]; wx3406; 0101; 2964
41; wx3406; i15501; 0; 2; 1.2206286237412267E-4; 4; 2; 32; [wx3406, i15501]; [wx3343, reset, wx4511, i15500]; [wx3406, i15501]; [i15499]; wx3406; 1100; 2964
42; wx3406; i22315; 0; 2; 1.2206286237412267E-4; 4; 2; 32; [wx3406, i22315]; [wx3343, reset, i22290, i22314]; [wx3406, i22315]; [wx7374]; i22315; 1111; 5725
