inputFileName=s1494.bench; numberOfInputs=14; numberOfOutputs=25; numberOfGates=647; unusedNodeNumber=_CLONE
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms)
0; c131de; c144de; 0; 2; 0.0030911901081916537; 2; 2; 8; [c131de, c144de]; [c131d, c144d]; [c131de, c144de]; [i495, i438, i436, i433, i420, i339, i308, i272, i247, i243, i229, i226, i215, i202, i182, i179, i161, i148, i140, i136, i91, i75, c79d, c76d]; c131de; 00; 203357
1; c131de; v10e; 0; 2; 0.0030911901081916537; 2; 2; 8; [c131de, v10e]; [c131d, v10]; [v10e, c131de]; [i534, i518, i506, i495, ii491, i478, i471, i464, i453, i447, i430, i425, i420, i412, i396, i393, i390, i384, i375, i371, i356, i347, i323, av13_d_21b, i285, i278, i272, i267, i253, i248, i230, i226, i213, i182, i176, i158, i148, i140, i127, i111, i91, i39, c157d, c30d, c194d, c191d, c141d, c118d, c36d, c79d, c76d]; v10e; 11; 369594
2; c131de; i683; 0; 2; 0.0030911901081916537; 2; 2; 8; [c131de, i683]; [c131d, av13_d_13b]; [i683, c131de]; [v13_d_13, i495, i420, i91, c79d, c76d]; i683; 00; 153827
3; c131de; i384; 0; 2; 0.0030911901081916537; 3; 2; 16; [c131de, i384]; [c131d, v10e, c138de]; [c131de, i384]; [i495, i420, i91, c79d, c76d, c71d]; i384; 110; 176966
4; c131de; i278; 0; 2; 0.0030911901081916537; 3; 2; 16; [c131de, i278]; [c131d, v10e, c138de]; [c131de, i278]; [i495, i420, i91, c79d, c76d, c133d]; i278; 000; 452867
5; c131de; i131; 0; 2; 0.0030911901081916537; 4; 2; 32; [c131de, i131]; [c131d, v9, v11e, c157de]; [c131de, i131]; [i495, i420, i91, c79d, c76d, c74d]; c131de; 1001; 607344
6; c131de; av13_d_15b; 0; 2; 0.0030911901081916537; 4; 2; 32; [c131de, av13_d_15b]; [c131d, v7e, v12e, i548]; [av13_d_15b, c131de]; [i677, i495, i420, i91, c79d, c76d]; c131de; 0110; 382319
7; c131de; i52; 0; 2; 0.0030911901081916537; 3; 2; 16; [c131de, i52]; [c131d, c135d, v7e]; [c131de, i52]; [i495, i420, i91, c79d, c76d, av13_d_7b]; c131de; 011; 455231
8; c131de; c137d; 0; 2; 0.0030911901081916537; 3; 2; 16; [c131de, c137d]; [c131d, c117de, i489]; [c131de, c137d]; [i495, i420, i177, i91, c79d, c76d]; c137d; 010; 522154
9; c131de; c123d; 0; 2; 0.0030911901081916537; 5; 2; 64; [c131de, c123d]; [c131d, c157de, i208, i209, i210]; [c131de, c123d]; [i495, i420, i120, i91, c79d, c76d]; c131de; 11010; 4564
10; v13_d_18; i686; 0; 2; 0.0030911901081916537; 2; 2; 8; [v13_d_18, i686]; [i668, av13_d_12b]; [v13_d_18, i686]; [v13_d_12]; v13_d_18; 00; 1921
11; v13_d_18; i698; 0; 2; 0.0030911901081916537; 2; 2; 8; [v13_d_18, i698]; [i668, av13_d_8b]; [v13_d_18, i698]; [v13_d_8]; i698; 11; 1493
12; v13_d_18; i383; 0; 2; 0.0030911901081916537; 3; 2; 16; [v13_d_18, i383]; [i668, c70d, c141de]; [v13_d_18, i383]; [c71d]; i383; 101; 4199
13; v13_d_18; i288; 0; 2; 0.0030911901081916537; 3; 2; 16; [v13_d_18, i288]; [i668, v7e, c203d]; [v13_d_18, i288]; [c205d]; i288; 001; 1016
14; v13_d_18; i156; 0; 2; 0.0030911901081916537; 3; 2; 16; [v13_d_18, i156]; [i668, c80d, v9]; [v13_d_18, i156]; [c85d]; v13_d_18; 001; 828
15; v13_d_18; c83d; 7; 7; 0.010819165378670788; 8; 3; 768; [c83d, c83de, i296, c210d, av13_d_18b, i668, v13_d_18]; [v8e, v9e, c124de, v7e, v12e, v4e, v5e, i297]; [v13_d_18, c83de, c83d]; [i500, i483, i478, i470, i468, i449, i344, i269, i259, i232, i222, i218, i202, i130, i108, i31, c111d, i497]; c83de; 00111101; 57
16; v13_d_18; c44d; 0; 2; 0.0030911901081916537; 3; 2; 16; [v13_d_18, c44d]; [i668, i473, c124de]; [v13_d_18, c44d]; [i218, i192]; c44d; 010; 20
17; v13_d_18; c96d; 0; 2; 0.0030911901081916537; 3; 2; 16; [v13_d_18, c96d]; [i668, i463, i464]; [v13_d_18, c96d]; [i41]; v13_d_18; 011; 19
18; v13_d_18; c37d; 0; 2; 0.0030911901081916537; 4; 2; 32; [v13_d_18, c37d]; [i668, i280, i281, i282]; [v13_d_18, c37d]; [i116]; v13_d_18; 0011; 2491
19; v13_d_18; av13_d_5b; 0; 2; 0.0030911901081916537; 5; 2; 64; [v13_d_18, av13_d_5b]; [i668, i43, i44, i45, i46]; [v13_d_18, av13_d_5b]; [i707]; av13_d_5b; 01011; 3637
20; i395; i686; 0; 2; 0.0030911901081916537; 3; 2; 16; [i395, i686]; [av13_d_12b, c157d, v9e]; [i686, i395]; [v13_d_12, c158d]; i395; 010; 4518
21; i395; i498; 0; 2; 0.0030911901081916537; 4; 2; 32; [i395, i498]; [v8, c117de, c157d, v9e]; [i498, i395]; [c209d, c158d]; i498; 0000; 3050
22; i395; i479; 0; 2; 0.0030911901081916537; 4; 2; 32; [i395, i479]; [v0, v11, c157d, v9e]; [i479, i395]; [c172d, c158d]; i395; 1011; 1128
23; i395; i325; 0; 2; 0.0030911901081916537; 4; 2; 32; [i395, i325]; [c157d, v9e, v10, c90de]; [i395, i325]; [c158d, c175d]; i325; 0110; 2279
