inputFileName=s420.bench; numberOfInputs=35; numberOfOutputs=18; numberOfGates=196; unusedNodeNumber=_CLONE
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms)
0; ii4; ii50; 0; 2; 0.01020408163265306; 2; 2; 8; [ii4, ii50]; [ii92, ii47]; [ii4, ii50]; [ii96]; ii50; 00; 5402
1; ii4; ii156; 0; 2; 0.01020408163265306; 2; 2; 8; [ii4, ii156]; [ii47, ii199]; [ii4, ii156]; []; ii156; 01; 9261
2; ii4; ii500; 0; 2; 0.01020408163265306; 2; 2; 8; [ii4, ii500]; [ii47, y_13]; [ii4, ii500]; [ii560]; ii500; 01; 248725
3; ii4; p_1; 0; 2; 0.01020408163265306; 2; 2; 8; [ii4, p_1]; [ii47, ii618]; [ii4, p_1]; [ii1032_2]; ii4; 01; 391854
4; ii4; ii127_1; 0; 2; 0.01020408163265306; 4; 2; 32; [ii4, ii127_1]; [ii47, ii41, y_3, ii109]; [ii4, ii127_1]; [ii46]; ii4; 1011; 163576
5; ii4; ii92; 4; 4; 0.02040816326530612; 5; 2; 64; [ii92, ii131_1, ii47, ii4]; [ii113, y_3, y_2, y_1, ii131_2]; [ii4, ii92]; [ii50]; ii4; 10000; 295599
6; ii4; ii244; 0; 2; 0.01020408163265306; 3; 2; 16; [ii4, ii244]; [ii47, y_6, y_5]; [ii4, ii244]; [ii202, ii283_1]; ii4; 001; 407187
7; ii4; ii945; 0; 2; 0.01020408163265306; 3; 2; 16; [ii4, ii945]; [ii47, p_10, c_10]; [ii4, ii945]; [ii997]; ii4; 111; 472910
8; ii4; ii261; 0; 2; 0.01020408163265306; 3; 2; 16; [ii4, ii261]; [ii47, ii195, ii252]; [ii4, ii261]; [ii279_1, ii283_2]; ii4; 010; 347199
9; ii4; p_2; 0; 2; 0.01020408163265306; 3; 2; 16; [ii4, p_2]; [ii47, ii614, ii654]; [ii4, p_2]; [ii1032_1]; ii4; 000; 386072
