inputFileName=s1423.bench; numberOfInputs=91; numberOfOutputs=79; numberOfGates=657; unusedNodeNumber=_CLONE
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms)
0; g351; g320; 0; 2; 0.0030441400304414; 2; 2; 8; [g351, g320]; [g712, g645]; [g320, g351]; [g321, g353]; g320; 01; 8541
1; g351; g511; 0; 2; 0.0030441400304414; 2; 2; 8; [g351, g511]; [g645, g63]; [g511, g351]; [g504, g507, g510, g443, g353, g505, g508, g512]; g351; 00; 3785
2; g351; g644; 0; 2; 0.0030441400304414; 1; 2; 4; [g351, g644]; [g645]; [g351, g644]; [g353, g647]; g351; 0; 7283
3; g351; g162; 0; 2; 0.0030441400304414; 3; 2; 16; [g351, g162]; [g645, g171, g33]; [g351, g162]; [g353, g160]; g162; 010; 63
4; g351; g169; 0; 2; 0.0030441400304414; 3; 2; 16; [g351, g169]; [g645, g168, g30]; [g169, g351]; [g152, g170, g353, g151]; g351; 101; 3642
5; g351; g433; 0; 2; 0.0030441400304414; 3; 2; 16; [g351, g433]; [g645, g356, g357]; [g433, g351]; [g604, g353]; g351; 111; 16685
6; g351; g326; 0; 2; 0.0030441400304414; 3; 2; 16; [g351, g326]; [g645, g49, g323]; [g326, g351]; [g322, g353]; g326; 100; 7508
7; g351; g636; 0; 2; 0.0030441400304414; 2; 2; 8; [g351, g636]; [g645, g98]; [g636, g351]; [g103, g353]; g636; 10; 10606
8; g351; g646; 0; 2; 0.0030441400304414; 2; 2; 8; [g351, g646]; [g645, g456]; [g646, g351]; [g648, g353]; g646; 00; 17276
9; g351; g367; 0; 2; 0.0030441400304414; 3; 2; 16; [g351, g367]; [g645, g375, g52]; [g351, g367]; [g353, g366]; g367; 011; 10479
10; g588; g217; 0; 2; 0.0030441400304414; 2; 2; 8; [g588, g217]; [g712, g589]; [g217, g588]; [g218, g590]; g217; 01; 6345
11; g588; g595; 0; 2; 0.0030441400304414; 2; 2; 8; [g588, g595]; [g589, g593]; [g588, g595]; [g590, g592]; g588; 10; 4397
12; g588; i1254; 0; 2; 0.0030441400304414; 2; 2; 8; [g588, i1254]; [g589, g4]; [i1254, g588]; [g724, g590]; i1254; 00; 19635
13; g588; g358; 0; 2; 0.0030441400304414; 3; 2; 16; [g588, g358]; [g589, g523, g53]; [g358, g588]; [g419, g431, g432, g590, g372, g418]; g588; 010; 22151
14; g588; g177; 0; 2; 0.0030441400304414; 3; 2; 16; [g588, g177]; [g589, g180, g226]; [g177, g588]; [g168, g590, g141, g138]; g177; 011; 476219
15; g588; g319; 0; 2; 0.0030441400304414; 3; 2; 16; [g588, g319]; [g589, g48, g317]; [g319, g588]; [g316, g590]; g319; 111; 253021
16; g588; g448; 0; 2; 0.0030441400304414; 3; 2; 16; [g588, g448]; [g589, g615, g65]; [g448, g588]; [g447, g590]; g448; 011; 269056
17; g588; g496; 0; 2; 0.0030441400304414; 3; 2; 16; [g588, g496]; [g589, g72, g500]; [g496, g588]; [g498, g590]; g496; 110; 267841
18; g588; g576; 0; 2; 0.0030441400304414; 3; 2; 16; [g588, g576]; [g589, g718, g574]; [g576, g588]; [g577, g590]; g576; 010; 272628
19; g588; g603; 0; 2; 0.0030441400304414; 3; 2; 16; [g588, g603]; [g589, g600, g84]; [g588, g603]; [g590, g597]; g588; 110; 332690
20; g588; g557; 0; 2; 0.0030441400304414; 3; 2; 16; [g588, g557]; [g589, g579, g584]; [g588, g557]; [g590, g554]; g557; 000; 552634
