inputFileName=s1196.bench; numberOfInputs=32; numberOfOutputs=32; numberOfGates=529; unusedNodeNumber=_CLONE
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms)
0; g99; g123; 0; 2; 0.003780718336483932; 2; 2; 8; [g99, g123]; [g29, g122]; [g123, g99]; [g436, g263]; g99; 01; 10773
1; g99; g447; 0; 2; 0.003780718336483932; 2; 2; 8; [g99, g447]; [g29, i576]; [g447, g99]; [g88, g263]; g447; 10; 9593
2; g99; g359; 0; 2; 0.003780718336483932; 3; 2; 16; [g99, g359]; [g29, g6, g31]; [g359, g99]; [g106, g263]; g99; 010; 11328
3; g99; g413; 0; 2; 0.003780718336483932; 3; 2; 16; [g99, g413]; [g29, g197, g201]; [g413, g99]; [g60, g263]; g99; 100; 6033
4; g99; g354; 0; 2; 0.003780718336483932; 3; 2; 16; [g99, g354]; [g29, g0, g214]; [g354, g99]; [g141, g263]; g354; 111; 5823
5; g99; g193; 0; 2; 0.003780718336483932; 3; 2; 16; [g99, g193]; [g29, g6, g30]; [g193, g99]; [g192, g263, g143]; g99; 101; 11414
6; g99; g101; 0; 2; 0.003780718336483932; 3; 2; 16; [g99, g101]; [g29, g3, g4]; [g101, g99]; [g397, g263, g66]; g99; 001; 18266
7; g99; g111; 0; 2; 0.003780718336483932; 3; 2; 16; [g99, g111]; [g29, g213, g217]; [g111, g99]; [g344, g263]; g111; 000; 6444
8; g99; g182; 0; 2; 0.003780718336483932; 3; 2; 16; [g99, g182]; [g29, g12, g62]; [g182, g99]; [g483, g312, g263]; g99; 111; 6041
9; i276; g540; 0; 2; 0.003780718336483932; 2; 2; 8; [i276, g540]; [g11, g238]; [i276, g540]; [g332, g286, g293, g375, g196, g197]; i276; 01; 10209
10; i276; i576; 0; 2; 0.003780718336483932; 2; 2; 8; [i276, i576]; [g238, g175]; [i276, i576]; [g332, g447]; i576; 10; 10301
11; i276; g380; 0; 2; 0.003780718336483932; 3; 2; 16; [i276, g380]; [g238, g6, g93]; [i276, g380]; [g332, g131]; g380; 100; 8108
12; i276; g368; 0; 2; 0.003780718336483932; 3; 2; 16; [i276, g368]; [g238, g533, g536]; [i276, g368]; [g332, g243]; g368; 101; 9064
