inputFileName=s298.bench; numberOfInputs=17; numberOfOutputs=20; numberOfGates=119; unusedNodeNumber=_CLONE
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms)
0; g28; g55; 0; 2; 0.01680672268907563; 2; 2; 8; [g28, g55]; [g130, g13]; [g28, g55]; [g26, g27, g43, g61]; g55; 10; 24811
1; g28; g59; 0; 2; 0.01680672268907563; 2; 2; 8; [g28, g59]; [g130, g12]; [g28, g59]; [g26, g27, g57, g62, g43, g65]; g59; 11; 18567
2; g28; g64; 0; 2; 0.01680672268907563; 2; 2; 8; [g28, g64]; [g130, g15]; [g28, g64]; [g26, g27, g58, g63, g43]; g64; 00; 5812
3; g28; g67; 0; 2; 0.01680672268907563; 2; 2; 8; [g28, g67]; [g130, i158]; [g67, g28]; [g26, g27, g43]; g67; 01; 9133
4; g28; g96; 0; 2; 0.01680672268907563; 2; 2; 8; [g28, g96]; [g130, g14]; [g28, g96]; [g26, g27, g89, g95, g68, g77, g83, g85, g43]; g28; 00; 5408
5; g28; i238; 0; 2; 0.01680672268907563; 2; 2; 8; [g28, i238]; [g130, g21]; [i238, g28]; [g133, g26, g27, g43]; g28; 11; 110
6; g28; g88; 0; 2; 0.01680672268907563; 3; 2; 16; [g28, g88]; [g130, g14, g87]; [g28, g88]; [g26, g27, g43, g86]; g88; 110; 18852
7; g28; g73; 0; 2; 0.01680672268907563; 3; 2; 16; [g28, g73]; [g130, g103, g20]; [g28, g73]; [g26, g27, g43, g109]; g73; 011; 7665
8; g28; g34; 0; 2; 0.01680672268907563; 4; 2; 32; [g28, g34]; [g130, g35, g36, g37]; [g34, g28]; [g26, g27, g43]; g34; 1001; 7363
9; g45; g60; 0; 2; 0.01680672268907563; 2; 2; 8; [g45, g60]; [g12, g22]; [g45, g60]; [g31, g36, g37, g48, g57, g62, g24, g52]; g45; 10; 1017
10; g45; g103; 0; 2; 0.01680672268907563; 2; 2; 8; [g45, g103]; [g12, g13]; [g45, g103]; [g31, g36, g37, g48, g89, g90, g105, g24, g69, g70, g73, g77, g79, g52]; g103; 10; 11162
11; g45; g120; 0; 2; 0.01680672268907563; 2; 2; 8; [g45, g120]; [g12, g124]; [g45, g120]; [g31, g36, g37, g48, g122, g24, g52]; g120; 01; 12230
12; g45; i232; 0; 2; 0.01680672268907563; 2; 2; 8; [g45, i232]; [g12, g1]; [i232, g45]; [g131, g31, g36, g37, g48, g24, g52]; g45; 01; 7842
13; g45; g132; 0; 2; 0.01680672268907563; 2; 2; 8; [g45, g132]; [g12, i235]; [g132, g45]; [g31, g36, g37, g48, g24, g52]; g45; 10; 6532
14; g45; g88; 0; 2; 0.01680672268907563; 3; 2; 16; [g45, g88]; [g12, g14, g87]; [g45, g88]; [g31, g36, g37, g48, g24, g52, g86]; g88; 000; 3568
15; g45; g123; 0; 2; 0.01680672268907563; 3; 2; 16; [g45, g123]; [g12, g124, g22]; [g45, g123]; [g31, g36, g37, g48, g24, g52, g119]; g123; 010; 18602
16; g45; g97; 0; 2; 0.01680672268907563; 5; 2; 64; [g45, g97]; [g12, g83, g84, g85, g108]; [g45, g97]; [g31, g36, g37, g48, g24, g52, g92]; g45; 00100; 15396
17; g45; g61; 0; 2; 0.01680672268907563; 3; 2; 16; [g45, g61]; [g12, g14, g55]; [g45, g61]; [g31, g36, g37, g48, g57, g62, g24, g52, g65]; g61; 100; 502056
18; g103; g46; 0; 2; 0.01680672268907563; 2; 2; 8; [g103, g46]; [g11, g13]; [g46, g103]; [g33, g37, g48, g89, g90, g105, g24, g69, g70, g73, g77, g79, g52]; g103; 10; 130065
