inputFileName=s641.bench; numberOfInputs=54; numberOfOutputs=42; numberOfGates=379; unusedNodeNumber=_CLONE
number; gate1; gate2; numDuplicateGates; numRemovedGates; percentOfRemovedGates; numInputs; numOutputs; numBenchFiles; duplicateGates; inputNodes; outputNodes; afterOutputNodes; outputFocus; locationOfMux; testCubeTime (ms)
0; i190; g367; 0; 2; 0.005277044854881266; 2; 2; 8; [i190, g367]; [g82, i660]; [i190, g367]; [g223, g368, g248, g264, g266, i533]; g367; 10; 26820
1; i190; g217; 0; 2; 0.005277044854881266; 2; 2; 8; [i190, g217]; [g82, i211]; [i190, g217]; [g223, g312]; g217; 11; 7929
2; i190; g220; 0; 2; 0.005277044854881266; 2; 2; 8; [i190, g220]; [g82, g360]; [i190, g220]; [g223, g318]; g220; 01; 3622
3; i190; g375; 0; 2; 0.005277044854881266; 2; 2; 8; [i190, g375]; [g82, i291]; [i190, g375]; [g223, g376, g265, g237, i537, g258]; g375; 10; 188
4; i190; g97bf; 0; 2; 0.005277044854881266; 2; 2; 8; [i190, g97bf]; [g82, g97]; [g97bf, i190]; [g223]; g97bf; 01; 3081
5; i190; g179; 0; 2; 0.005277044854881266; 2; 2; 8; [i190, g179]; [g82, i449]; [i190, g179]; [g223, i452]; i190; 10; 18063
6; i190; g357; 0; 2; 0.005277044854881266; 2; 2; 8; [i190, g357]; [g82, i452]; [i190, g357]; [g223, g358, g246]; i190; 00; 10459
7; i190; g105bf; 0; 2; 0.005277044854881266; 2; 2; 8; [i190, g105bf]; [g82, g105]; [g105bf, i190]; [g223]; i190; 11; 4465
8; i190; i320; 0; 2; 0.005277044854881266; 2; 2; 8; [i190, i320]; [g82, g284]; [i190, i320]; [g223, i322]; i190; 01; 13480
9; i190; g107; 0; 2; 0.005277044854881266; 3; 2; 16; [i190, g107]; [g82, g313, g18]; [g107, i190]; [g223]; g107; 100; 11558
10; i190; i521; 0; 2; 0.005277044854881266; 4; 2; 32; [i190, i521]; [g82, g391, g393, g397]; [i190, i521]; [g223, g259]; i190; 1010; 188
11; i190; g257; 0; 2; 0.005277044854881266; 5; 2; 64; [i190, g257]; [g82, g363, g369, g371, i515]; [i190, g257]; [g223, g271]; i190; 01001; 7323
12; i190; g210; 0; 2; 0.005277044854881266; 3; 2; 16; [i190, g210]; [g82, g379, g356]; [i190, g210]; [g223, g303]; i190; 011; 3657
13; i269; i202; 0; 2; 0.005277044854881266; 2; 2; 8; [i269, i202]; [g69, g344]; [i202, i269]; [g111, g345]; i269; 10; 8065
14; i269; g119; 3; 3; 0.0079155672823219; 2; 2; 8; [g119, g344, i269]; [i181, g118]; [g344, i269]; [i266, g345]; i269; 01; 12172
15; i269; g96bf; 4; 4; 0.010554089709762533; 2; 1; 4; [i269, g345, g96, g96bf]; [g344, g31]; [g96bf]; []; g96bf; 11; 14068
16; i269; g383; 0; 2; 0.005277044854881266; 2; 2; 8; [i269, g383]; [g344, i378]; [i269, g383]; [g345, g384, g266, ii538, g260]; g383; 00; 379548
17; i269; g131; 0; 2; 0.005277044854881266; 2; 2; 8; [i269, g131]; [g344, ii272]; [g131, i269]; [g345]; g131; 01; 331875
18; i269; g169; 0; 2; 0.005277044854881266; 2; 2; 8; [i269, g169]; [g344, i524]; [i269, g169]; [g345, i527]; g169; 10; 177975
19; i269; g89; 0; 2; 0.005277044854881266; 3; 2; 16; [i269, g89]; [g344, g333, g25]; [i269, g89]; [g345, g89bf, i422]; g89; 000; 265362
20; i269; i533; 0; 2; 0.005277044854881266; 4; 2; 32; [i269, i533]; [g344, g365, g367, g373]; [i269, i533]; [g345, g265]; i269; 1010; 291492
21; i269; g210; 0; 2; 0.005277044854881266; 3; 2; 16; [i269, g210]; [g344, g379, g356]; [i269, g210]; [g345, g303]; i269; 110; 200331
22; g333; i178; 0; 2; 0.005277044854881266; 2; 2; 8; [g333, i178]; [g80, i324]; [i178, g333]; [g219, g89]; i178; 11; 12107
23; g333; g367; 8; 8; 0.021108179419525065; 6; 2; 128; [g367, g264, g283, i313, i315, g137, i324, g333]; [i660, g379, g364, g390, g234, g67]; [g367, g333]; [g368, g248, g89, g266, i533]; g333; 110000; 219817
24; g333; i269; 0; 2; 0.005277044854881266; 2; 2; 8; [g333, i269]; [g344, i324]; [i269, g333]; [g345, g89]; i269; 00; 213666
25; g333; i299; 0; 2; 0.005277044854881266; 2; 2; 8; [g333, i299]; [g281, i324]; [i299, g333]; [i301, g89]; i299; 00; 651027
26; g333; i357; 10; 10; 0.026385224274406333; 3; 4; 32; [g333, g89, i422, g183, i338, g184, g359, g108, g293, i357]; [i324, g25, g109]; [g89, g293, i357, g359]; [g89bf, i354, g294, g214]; g89; 111; 420192
27; g333; g336; 33; 33; 0.0870712401055409; 10; 10; 10240; [g333, g89, i422, g183, i338, g184, g359, g214, g309, i360, g162, i382, g396, g397, g249, g282, i306, i308, g136, i442, g331, g88, i414, g178, i449, g179, i452, g357, g358, g112, g335, i463, g336]; [i324, g25, g215, g366, g66, g24, g113, g233, g263, g379]; [g89, g359, g309, g88, g335, g396, g336, g397, g357, g358]; [g89bf, g108, i363, g88bf, i460, g229, g245, g250, g278, g99, g277, i515, g261, g262, g276, g246, g275, i518, i521, g212]; g335; 1111011010; 148195
28; g333; i511; 58; 58; 0.15303430079155672; 16; 18; 1179648; [g333, g89, i422, g183, i338, g184, g359, g214, g309, i360, g162, i382, g396, g397, g249, g261, g282, g280, i306, i308, g136, i442, g331, i292, i294, g134, i517, g327, g88, g86, i414, g178, i449, g179, i452, g357, g358, i398, g168, i524, g169, i527, g353, g354, g120, g347, g212, i535, g206, i547, g369, g370, g306, g239, i466, g158, g395, i511]; [i324, g25, g215, g366, g66, g24, g213, ii527, g22, g121, g371, g233, g263, g231, g247, g379]; [g89, g359, g309, g88, g358, g306, g158, g86, g347, i511, g396, g397, g395, g357, g369, g370, g353, g354]; [g89bf, g108, i363, g88bf, g112, i469, i476, g86bf, i538, g288, g229, g245, g250, g278, g228, g244, g277, i515, g262, g276, g246, g275, i518, i521, i495, g257, i537, g260, g238, g254, g208]; g370; 1011111000001111; 3279
29; g333; g309; 9; 9; 0.023746701846965697; 4; 3; 48; [g333, g89, i422, g183, i338, g184, g359, g214, g309]; [i324, g25, g215, g379]; [g89, g359, g309]; [g89bf, g108, i360, i363]; g89; 1101; 1577
30; g333; g277; 34; 34; 0.08970976253298153; 10; 11; 11264; [g333, g89, i422, g183, i338, g184, g359, g214, g309, i360, g162, i382, g396, g397, g249, g277, g282, i306, i308, g136, i442, g331, g88, i414, g178, i449, g179, i452, g357, g358, g212, g306, i466, g158]; [i324, g25, g215, g366, g66, g24, g213, g233, g263, g379]; [g89, g359, g309, g88, g358, g306, g158, g277, g396, g397, g357]; [g89bf, g108, i363, g88bf, g112, i469, i476, g395, ii272, g229, g245, g250, g278, g228, g244, i515, g261, g262, g276, g246, g275, i518, i521]; g396; 0100000000; 2317
31; g333; g274; 65; 65; 0.17150395778364116; 18; 19; 4980736; [g333, g89, i422, g183, i338, g184, g359, g108, g293, g214, i354, g146, i378, g383, g309, g260, g274, i360, g162, i382, g396, g397, g229, g245, g249, g261, g282, g280, i306, i308, g136, i442, g331, i292, i294, g134, i517, g327, g88, g86, i414, g178, i449, g179, i452, g357, g358, i398, g168, i524, g169, i527, g353, g354, g212, g208, g306, g300, i466, g158, g395, i541, g150, g391, ii524]; [i324, g25, g109, g215, g366, g352, g66, g24, g213, ii527, g22, g209, g393, g233, g263, g231, g247, g379]; [g89, g293, g309, g383, g88, g358, g306, g158, g86, g354, g300, g150, g274, g396, g397, g395, g357, g391, g353]; [g89bf, i357, i363, g384, g88bf, g112, i469, i476, g86bf, g120, i544, i551, i251, g266, g250, g278, g228, g244, g277, i515, g262, g276, ii538, g246, g226, g242, i553, g275, i518, i521, g254]; g274; 001000000010000000; 5440
32; g355; i633; 0; 2; 0.005277044854881266; 2; 2; 8; [g355, i633]; [g1, i341]; [i633, g355]; [g352, g356, g252]; g355; 11; 3797
33; g355; i275; 0; 2; 0.005277044854881266; 2; 2; 8; [g355, i275]; [g315, i341]; [i275, g355]; [g316, g356, g252]; i275; 01; 9508
34; g355; i287; 0; 2; 0.005277044854881266; 2; 2; 8; [g355, i287]; [g166, i341]; [i287, g355]; [g381, g356, g252]; g355; 01; 5506
35; g355; g381; 0; 2; 0.005277044854881266; 2; 2; 8; [g355, g381]; [i287, i341]; [g381, g355]; [g382, g356, g252, ii538, g256, g235, g259]; g355; 01; 6473
36; g355; i366; 5; 5; 0.013192612137203167; 2; 4; 16; [g355, g356, g116, g341, i366]; [i341, g117]; [g341, i366, g355, g356]; [i369, g198, g252, g210]; g356; 01; 9499
37; g355; i440; 0; 2; 0.005277044854881266; 2; 2; 8; [g355, i440]; [i341, g235]; [g355, i440]; [g356, g284, g252]; g355; 10; 9551
38; g355; g264; 0; 2; 0.005277044854881266; 5; 2; 64; [g355, g264]; [i341, g379, g364, g367, g390]; [g355, g264]; [g356, g252, g283]; g264; 10011; 7507
39; g355; g303; 4; 4; 0.010554089709762533; 3; 3; 24; [g355, g356, g210, g303]; [i341, g211, g379]; [g356, g303, g355]; [g116, i372, i375, g252]; g356; 101; 938
40; g355; g306; 0; 2; 0.005277044854881266; 3; 2; 16; [g355, g306]; [i341, g212, g213]; [g355, g306]; [g356, i466, i469, g252]; g355; 010; 13121
41; g355; i495; 32; 32; 0.08443271767810026; 13; 11; 90112; [g355, g356, g210, g303, i372, g154, i390, g392, g393, ii527, g261, g280, i292, i294, g134, i517, g327, g86, i398, g168, i524, g169, i527, g353, g354, g120, g347, i535, g206, i547, g369, i495]; [i341, g211, g366, g64, g395, g397, g22, g121, g365, g368, g231, g247, g379]; [g356, g303, g86, g347, g369, g392, g355, g393, i495, g353, g354]; [g116, i375, g86bf, i538, g370, g227, g243, g252, i515, g262, g276, i553, i521, ii524, g257, i537, g241, g254, g208]; i495; 1011011010101; 7859
42; i472; i655; 43; 43; 0.11345646437994723; 14; 11; 180224; [i655, g364, g263, g264, g283, g282, i313, i315, g137, i324, g333, i306, i308, g136, i442, g331, g89, g88, i422, g183, i338, g184, g359, i414, g178, i449, g179, i452, g357, g358, g112, g335, g214, i460, g190, i472, g309, i360, g162, i382, g396, g397, g249]; [g9, g379, g368, g390, g367, g25, g215, g366, g66, g24, g113, g234, g67, g233]; [g364, g89, g359, g309, g88, g335, i472, g396, g397, g357, g358]; [g365, g89bf, g108, i363, g88bf, i463, g377, g266, g229, g245, g250, g278, g277, i515, g261, g262, g276, i512, g246, g275, i518, i521, g212]; i472; 00010000110111; 415208
43; i472; i687; 44; 44; 0.11609498680738786; 14; 12; 196608; [i687, g389, g390, g263, g264, g283, g282, i313, i315, g137, i324, g333, i306, i308, g136, i442, g331, g89, g88, i422, g183, i338, g184, g359, i414, g178, i449, g179, i452, g357, g358, g112, g335, g214, i460, g190, i472, g309, i360, g162, i382, g396, g397, g249]; [g13, g379, g364, g368, g367, g25, g215, g366, g66, g24, g113, g234, g67, g233]; [g89, g359, g309, g88, g335, i472, g389, g390, g396, g397, g357, g358]; [g89bf, g108, i363, g88bf, i463, g377, g289, g247, g248, g266, g229, g245, g250, g278, g265, g277, i515, g261, g262, g276, g256, g246, g275, i518, i521, g241, g212]; g397; 00101011001100; 227003
44; i472; i199; 0; 2; 0.005277044854881266; 2; 2; 8; [i472, i199]; [g76, g190]; [i199, i472]; [g211, g377]; i472; 11; 240181
45; i472; g313; 0; 2; 0.005277044854881266; 2; 2; 8; [i472, g313]; [i272, g190]; [i472, g313]; [g377, g107]; i472; 11; 221812
46; i472; i287; 0; 2; 0.005277044854881266; 2; 2; 8; [i472, i287]; [g166, g190]; [i287, i472]; [g381, g377]; i287; 11; 224147
47; i472; i422; 32; 32; 0.08443271767810026; 9; 9; 4608; [i422, g183, i338, g184, g359, g214, g309, i360, g162, i382, g396, g397, g249, g282, i306, i308, g136, i442, g331, g88, i414, g178, i449, g179, i452, g357, g358, g112, g335, i460, g190, i472]; [g89, g215, g366, g66, g24, g113, g233, g263, g379]; [g359, g309, g88, g335, i472, g396, g397, g357, g358]; [g108, i363, g88bf, i463, g377, g229, g245, g250, g278, g277, i515, g261, g262, g276, g246, g275, i518, i521, g212]; g335; 000111101; 341384
48; i472; i414; 12; 12; 0.0316622691292876; 2; 4; 16; [i414, g178, i449, g179, i452, g357, g358, g112, g335, i460, g190, i472]; [g88, g113]; [g335, i472, g357, g358]; [i463, g377, g246, g212]; i472; 01; 242712
49; i472; g168; 0; 2; 0.005277044854881266; 2; 2; 8; [i472, g168]; [g190, i398]; [i472, g168]; [g377, i524]; i472; 01; 302815
50; i472; g233; 20; 20; 0.052770448548812667; 6; 5; 320; [g233, g282, i306, i308, g136, i442, g331, g88, i414, g178, i449, g179, i452, g357, g358, g112, g335, i460, g190, i472]; [g379, g387, g24, g113, g249, g263]; [g88, g335, i472, g357, g358]; [g88bf, i463, g377, g246, g212]; i472; 001011; 169619
51; i472; g335; 4; 4; 0.010554089709762533; 2; 2; 8; [g335, i460, g190, i472]; [g112, g113]; [g335, i472]; [i463, g377]; i472; 00; 6210
52; i472; g306; 0; 2; 0.005277044854881266; 3; 2; 16; [i472, g306]; [g190, g212, g213]; [g306, i472]; [i466, i469, g377]; g306; 111; 89502
53; g369; g386; 88; 88; 0.23218997361477572; 19; 24; 12582912; [g386, g387, g231, g232, g233, g234, g281, g283, g282, g280, i299, i313, i301, i315, g135, g137, i321, i324, g329, g333, i306, i308, g136, i442, g331, i292, i294, g134, i517, g327, g87, g89, g88, g86, i406, i422, g173, g183, i335, i338, g174, g184, i341, g359, g355, g356, i414, g178, i449, g179, i452, g357, g358, i398, g168, i524, g169, i527, g353, g354, g120, g347, g214, g210, g212, i535, g206, i547, g369, g309, g303, g306, i360, g162, i372, i382, g154, g396, i390, g397, g392, g393, i466, g158, g395, g249, ii527, g261]; [i680, g379, g23, g25, g215, g211, g366, g66, g64, g24, g213, g22, g121, g248, g65, g67, g264, g263, g247]; [g87, g89, g359, g356, g309, g303, g88, g358, g306, g158, g86, g347, g369, g386, g396, g392, g355, g397, g393, g395, g387, g357, g353, g354]; [g87bf, g89bf, g108, g116, i363, i375, g88bf, g112, i469, i476, g86bf, i538, g370, g289, g229, g245, g250, g278, g227, g243, g252, g228, g244, g277, i515, g262, g276, ii538, g246, i553, g275, i518, i521, ii524, i495, g257, i537, g260, g254, g208]; g354; 0001011011110111100; 151180
54; g369; g382; 0; 2; 0.005277044854881266; 2; 2; 8; [g369, g382]; [g381, i547]; [g369, g382]; [g370, g230, i495, g257, i537]; g369; 11; 257643
55; g369; g393; 23; 23; 0.06068601583113457; 9; 6; 3072; [g393, ii527, g261, g280, i292, i294, g134, i517, g327, g86, i398, g168, i524, g169, i527, g353, g354, g120, g347, i535, g206, i547, g369]; [g392, g366, g64, g395, g397, g22, g121, g231, g247]; [g86, g347, g369, g393, g353, g354]; [g86bf, i538, g370, i515, i553, i521, ii524, i495, g257, i537, g254, g208]; g86; 110100100; 152279
56; g369; g133; 0; 2; 0.005277044854881266; 2; 2; 8; [g369, g133]; [ii287, i547]; [g133, g369]; [g370, i495, g257, i537]; g369; 00; 7424
